gene_name	qssm	qupm	reference_label	rel_fc_126	rel_fc_127L	rel_fc_127H	rel_fc_128L	rel_fc_128H	rel_fc_129L	rel_fc_129H	rel_fc_130L	rel_fc_130H	rel_fc_131L
MTPN	11	5	131L	1.81861	1.85176	1.39746	1.36477	1.34363	1.47371	0.868615	1.40824	1.01746	1
TRMT10A	6	6	131L	1.43925	1.75284	1.19389	1.28969	1.22921	1.25233	0.828751	1.38143	0.871821	1
NA	28	3	131L	1.48485	1.45394	1.15224	1.09364	1.23786	1.47416	0.910023	1.33541	1.17059	1
PLXNA1	2	2	131L	1.1452	1.30706	0.942386	1.2928	1.04779	1.12715	0.782753	1.11359	0.972426	1
RPL37A	3	1	131L	0.468867	0.569458	0.871705	1.1164	0.610503	0.636922	0.97635	1.28985	1.21022	1
FBXO38	1	1	131L	0.876727	0.970832	0.877596	0.812546	1.0813	1.0218	0.741712	1.10421	1.21647	1
RGS14	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MINPP1	12	8	131L	1.5968	1.51395	1.193	1.12403	1.21578	1.45222	0.870272	1.26793	1.14409	1
C18orf25	3	2	131L	1.60315	1.27879	1.38503	1.2457	1.25597	1.33745	0.833327	1.38982	1.01032	1
EXOSC8	20	10	131L	1.55912	1.62862	1.3008	1.24461	1.25176	1.38999	0.827216	1.48058	1.07588	1
RPL29	1	1	131L	0.569625	0.925573	0.871596	1.0523	0.544433	0.564692	0.772845	1.10091	1.11995	1
GRHPR	25	14	131L	1.75075	1.93663	1.38376	1.24891	1.42416	1.47656	0.925233	1.56306	1.01821	1
EIF3K	7	5	131L	1.56602	1.48778	1.25967	1.28781	1.27797	1.30677	0.847829	1.64655	0.964083	1
VPS29	20	9	131L	1.79543	1.97779	1.51371	1.36599	1.35449	1.42457	0.910799	1.53866	1.07354	1
ISG15	1	1	131L	1.26768	1.31491	1.14281	0.979523	1.08789	1.14778	0.812167	1.30614	0.954762	1
PCCA	4	3	131L	1.33835	1.63945	1.27159	1.24718	1.27231	1.08538	0.890082	1.43255	1.01089	1
SIKE1	1	1	131L	1.49517	1.54262	1.28215	1.12123	1.08774	1.24231	0.754124	1.30682	1.03725	1
ETFB	36	14	131L	1.54798	1.63779	1.3515	1.22781	1.23672	1.31905	0.857236	1.34129	1.07392	1
CHMP1B	5	5	131L	1.72553	1.9369	1.63001	1.40244	1.30367	1.17537	0.850467	1.60033	1.03222	1
HADH	5	4	131L	2.3972	3.00967	1.57943	2.69544	1.71565	1.66676	0.78522	1.9619	0.822042	1
RFESD	19	9	131L	1.68401	2.00293	1.41571	1.34234	1.31086	1.38285	0.865198	1.53524	1.10333	1
UPP1	1	1	131L	1.37048	1.53627	1.14816	1.06163	0.979963	1.27087	0.818317	1.20832	1.0617	1
SNRPA1	29	12	131L	1.49262	1.59509	1.29588	1.23463	1.21267	1.37503	0.884786	1.29557	1.09901	1
CTSH	7	4	131L	1.6237	1.58854	1.11649	1.09685	1.1667	1.33076	0.824207	1.15033	0.998671	1
DPF2	7	5	131L	1.19604	1.24421	0.994569	0.964287	1.12242	1.28345	0.89024	1.35908	1.1	1
STAM	6	6	131L	1.46051	1.34384	1.09227	1.06129	1.14686	1.30159	0.809417	1.27368	1.04131	1
BRCC3	16	7	131L	1.43233	1.58841	1.25662	1.13262	1.08676	1.12971	0.822619	1.25682	1.08668	1
WIZ	2	2	131L	1.64338	1.87626	1.29446	1.33526	1.36613	1.21705	0.815845	1.31434	1.10498	1
POLR2E	2	2	131L	1.08225	1.25652	1.07014	1.00866	0.945344	1.09018	0.675406	1.15888	1.08259	1
POLR2C	3	3	131L	1.27387	1.40599	1.37558	1.28638	1.12873	1.29072	0.777251	1.38983	1.34455	1
RNF113A	12	9	131L	1.74237	1.72838	1.33902	1.35895	1.26775	1.39616	0.841132	1.39735	1.08709	1
LYRM2	8	5	131L	1.62679	1.74378	1.1982	1.15371	1.27678	1.33775	0.731863	1.29644	0.992892	1
SDF2L1	6	4	131L	1.39321	1.59861	1.25441	1.24694	1.06416	1.19072	0.751772	1.32504	1.00041	1
PSPC1	5	5	131L	1.51224	1.40455	1.22782	1.05913	1.07564	1.12004	0.750787	1.46934	1.01149	1
MAZ	12	4	131L	1.11805	1.38287	1.13522	1.01861	1.06051	1.14298	0.881476	1.42571	1.10711	1
CMC4	5	3	131L	1.61675	1.99062	1.40209	1.20248	1.2644	1.18764	0.889887	1.40469	1.15885	1
CLIC4	11	8	131L	1.44664	1.39767	1.13617	1.06978	1.15705	1.25452	0.774792	1.29149	1.03434	1
NFS1	10	7	131L	1.15255	1.37253	1.76432	1.041	0.939491	0.969274	0.672667	1.05961	0.900457	1
GMEB1	1	1	131L	1.16754	1.22522	1.02143	1.13451	0.924898	1.04563	0.790153	1.11206	0.908823	1
PDXK	32	8	131L	1.40244	1.37635	1.1708	1.15659	1.16496	1.40281	0.81015	1.2228	1.05137	1
PRRC2C	35	27	131L	1.2614	1.32591	1.09539	1.34608	1.17665	1.16223	0.868934	1.13774	1.03612	1
SF3B1	6	6	131L	1.53068	1.59831	1.27847	0.962107	1.11972	1.08562	0.772946	1.40552	0.884442	1
BANF1	36	7	131L	1.53768	1.78731	1.23504	1.15725	1.26351	1.20651	0.77594	1.33642	0.997847	1
MAPK1IP1L	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NUP35	4	4	131L	1.60612	1.55854	1.34538	1.15188	1.30934	1.28737	0.900463	1.53162	1.25312	1
NUP37	5	4	131L	1.54957	1.71459	1.2097	1.31362	1.20568	1.33444	0.816032	1.45624	1.09904	1
NUP43	16	7	131L	1.43289	1.60324	1.24646	1.29719	1.12546	1.2455	0.781551	1.22996	1.02385	1
RPL31	7	4	131L	0.313647	0.617138	1.01445	1.31657	0.394647	0.457547	0.83393	1.17606	1.26199	1
TANK	7	6	131L	1.6081	1.89407	1.44431	1.36112	1.26664	1.3663	0.802685	1.61978	1.0809	1
KIFAP3	2	1	131L	1.34888	1.34702	1.18431	1.12822	1.05617	1.26483	0.767691	1.11151	0.912328	1
DDX17	1	1	131L	0.824147	0.790636	0.847319	0.873325	0.830757	0.945688	0.854373	2.1753	0.907639	1
MYL4	31	11	131L	1.57557	1.61496	1.25483	1.12536	1.20255	1.37909	0.85082	1.28045	1.0652	1
WDR13	5	4	131L	1.48389	1.5581	1.2483	1.14474	1.16223	1.23693	0.833553	1.31241	1.04717	1
PDE6H|MYL6	1	1	131L	1.59246	1.79129	1.09314	1.11791	1.13765	1.15543	0.757668	1.52195	1.02226	1
PDIA3	26	16	131L	1.34324	1.37131	1.31023	1.25922	1.00628	1.15368	0.731234	1.30006	1.00638	1
TMSB10	9	2	131L	1.48649	1.36637	1.09637	1.21943	1.29733	1.51076	0.617433	1.05372	1.07032	1
RAP2B	1	1	131L	1.03355	1.04555	1.20871	1.60754	0.797241	0.84222	0.718718	1.2346	0.965334	1
ABCE1	79	22	131L	1.57032	1.58199	1.23121	1.33013	1.26182	1.51668	0.859325	1.32625	1.07762	1
NAP1L1	6	3	131L	1.6119	1.70559	1.37857	1.25857	1.10843	1.19638	0.758144	1.42859	0.926209	1
RILP	6	6	131L	1.4074	1.64673	1.3209	1.10373	1.1412	1.08157	0.78568	1.29067	1.03922	1
PAFAH1B3	4	3	131L	1.74787	2.06547	1.64381	1.49928	1.3687	1.35985	0.890208	1.63383	1.13748	1
MRPS12	1	1	131L	0.894411	1.23067	1.2648	0.891408	1.30603	1.30321	0.988481	1.37686	1.32155	1
NRD1	9	9	131L	1.86288	2.17369	1.56315	1.7083	1.26809	0.942883	0.938237	1.82868	1.20578	1
CTNNB1	2	2	131L	1.29091	1.46436	1.09508	1.14717	1.05778	1.01264	0.819506	1.28911	1.04716	1
CTNNA1	19	16	131L	1.45616	1.63494	1.12254	1.19571	1.14081	0.936082	0.792671	1.10833	1.01235	1
SBDS	5	5	131L	1.0115	1.06485	1.11468	0.904211	0.92647	0.968764	0.848118	1.38554	1.04754	1
TCEA1	41	16	131L	1.49453	1.76713	1.30901	1.32176	1.20568	1.22543	0.754536	1.38486	1.029	1
REV3L	1	1	131L	1.37905	0.884467	0.770359	1.27016	1.22808	1.76142	1.07763	0.87293	1.21664	1
RAD1	4	4	131L	1.82132	1.87338	1.43652	1.34695	1.27494	1.46261	0.889607	1.47489	1.06383	1
FAM175A	8	8	131L	1.5299	1.71683	1.31409	1.26557	1.16994	1.39202	0.872804	1.53518	1.09218	1
ISY1	9	6	131L	1.6054	1.62412	1.14596	1.27326	1.19239	1.37474	0.79888	1.26801	1.10769	1
CT47A1	4	3	131L	1.19986	1.20939	1.0897	1.00716	0.980047	0.972207	0.762354	0.974525	1.07008	1
DUT	3	2	131L	1.92853	2.92235	1.43864	1.08231	1.57437	1.35169	1.03156	1.6804	1.19896	1
OGFR	1	1	131L	1.49751	1.79835	1.09014	1.23082	1.13868	0.876305	0.788911	1.22092	1.06918	1
GID8	4	4	131L	1.33403	1.32286	1.28089	1.19407	1.06716	1.08383	0.710398	1.41516	1.01626	1
RRAGC	12	9	131L	1.44633	1.43299	1.20811	1.10625	1.19729	1.42477	0.896985	1.24754	1.08296	1
NDUFA8	4	3	131L	1.50794	1.60382	1.42281	1.09831	1.22091	1.24647	0.931314	1.36361	1.08671	1
TXNDC9	4	3	131L	1.0004	1.57417	1.43221	1.20992	1.03223	0.965514	0.820978	1.46691	0.984325	1
MOB1B|MOB1A	21	7	131L	1.86614	1.93653	1.43535	1.34696	1.35858	1.48417	0.911974	1.43797	1.06184	1
MIEF1	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
HPS4	1	1	131L	1.33031	1.30346	0.984693	1.10839	1.0704	0.645978	0.718538	1.69794	0.753685	1
RPRD1B	1	1	131L	1.45874	1.293	1.06059	0.990311	0.82765	0.932545	0.715326	1.20777	0.970176	1
ARG1	1	1	131L	2.38637	2.04562	1.20754	1.71817	1.38575	2.64981	1.29261	2.35981	1.09461	1
CRYZL1	16	8	131L	1.85598	2.1073	1.38678	1.94036	1.37007	1.7111	0.844638	1.53531	1.28272	1
CSNK2B	7	4	131L	1.31528	1.22599	1.11712	1.16123	1.15014	1.35814	0.853384	1.24121	0.982222	1
RPL24	7	6	131L	0.480343	0.849801	1.1022	1.23915	0.542949	0.586421	0.944417	1.43891	1.13664	1
GBA	4	4	131L	1.61214	1.61052	1.19729	1.16569	1.20199	1.29314	0.826894	1.24656	1.08901	1
FUCA1	6	5	131L	1.7217	1.85127	1.46777	1.24735	1.31795	1.39086	0.89641	1.45244	1.12798	1
GNAI3	6	5	131L	0.903062	1.00747	1.04565	1.12122	0.857889	0.992942	0.728525	1.01642	0.935975	1
GALC	3	3	131L	1.4709	1.67746	1.17129	1.15701	1.12901	1.21207	0.816803	1.23931	1.04346	1
NAGLU	5	4	131L	1.3767	1.46572	1.05735	1.18942	1.12857	1.00064	0.795602	1.15959	1.07039	1
RPL7A	6	5	131L	0.230905	0.305727	0.873559	1.47348	0.229883	0.35819	0.861227	1.23719	1.192	1
UBXN7	17	10	131L	1.69046	1.65992	1.26516	1.28457	1.24804	1.34021	0.821076	1.36949	1.00564	1
RAB10	8	5	131L	1.56132	1.58065	1.2243	1.1783	1.23967	1.40156	0.873979	1.32012	1.03532	1
RAB5B	5	2	131L	1.57812	1.46739	1.2478	1.24266	1.21003	1.46969	0.893704	1.16567	1.03954	1
GFPT1	102	33	131L	1.41584	1.55247	1.23466	1.28687	1.19493	1.37626	0.84984	1.33749	1.06176	1
TPR	66	48	131L	1.37515	1.15873	0.966806	1.11755	1.10856	0.935006	0.745055	1.0155	0.947759	1
CKB	14	10	131L	1.4752	1.628	1.29664	1.22067	1.11453	1.05205	0.795896	1.62657	0.97703	1
RAB35	11	7	131L	1.58015	1.86004	1.27204	1.34851	1.15694	1.33659	0.825705	1.41014	0.998178	1
CUL4A	1	1	131L	0.974545	1.11648	0.903988	0.925531	0.8754	0.890135	0.843026	1.37693	0.976313	1
PWP1	6	6	131L	1.23151	2.04261	1.49682	1.7038	1.17801	1.09713	0.841025	1.46216	1.01085	1
MTMR1	1	1	131L	1.25817	1.11932	0.954846	1.1462	1.33986	0.955393	0.554988	1.42469	0.744002	1
MTMR2	2	2	131L	1.31639	1.3368	1.10362	1.14833	0.995459	1.13437	0.805391	1.11691	1.04873	1
MTMR3	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CUL1	53	30	131L	1.54585	1.6489	1.23728	1.26977	1.22143	1.14117	0.884653	1.42582	1.106	1
CUL2	34	18	131L	1.47421	1.49829	1.20292	1.25825	1.19172	1.26038	0.835772	1.28588	1.01821	1
GLRX2	5	4	131L	1.45786	1.58808	1.17963	1.19978	1.14321	1.2917	0.807032	1.23142	1.00098	1
CBR4	7	6	131L	1.61646	1.80667	1.35604	1.27594	1.26201	1.40844	0.849264	1.43348	1.06834	1
IWS1	2	2	131L	1.48032	1.39323	1.14756	1.28434	1.40103	1.36373	0.874213	1.13521	1.25289	1
GNE	18	13	131L	1.51924	1.75081	1.24529	1.25818	1.26245	1.33895	0.863192	1.3214	1.07549	1
C14orf166	5	4	131L	1.60711	1.61067	1.30823	1.19253	1.21019	1.27507	0.777431	1.39996	1.05034	1
FKBP3	11	7	131L	1.32121	1.60593	1.03415	1.12202	1.1592	1.24039	0.899569	1.17335	1.17297	1
CDV3	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PSIP1	2	2	131L	1.24653	1.30538	0.945116	0.976381	1.09222	1.22514	0.92154	1.47576	1.15083	1
ZNF672	4	3	131L	1.169	1.24301	0.927652	1.26868	1.2016	1.34707	0.743051	1.03021	0.906392	1
TMX2	1	1	131L	1.26291	1.39361	0.992259	1.22891	1.17652	1.61932	0.981758	1.33228	1.21013	1
GPN1	13	6	131L	1.73109	1.82647	1.37676	1.28514	1.34311	1.45299	0.917726	1.42886	1.12419	1
NEBL	15	9	131L	1.60585	1.74641	1.38383	1.27359	1.2053	1.28652	0.829884	1.32695	1.06713	1
DBI	5	3	131L	1.4087	1.41724	1.10578	1.08819	1.17993	1.52315	0.846217	1.11763	1.07069	1
ATAD3A|ATAD3B	1	1	131L	1.76733	1.69881	1.19414	1.21407	1.24789	1.47321	0.722989	1.29881	1.10537	1
KCNAB2	5	5	131L	1.41717	1.65712	1.30484	1.21648	1.20408	1.21701	0.769992	1.32707	1.03081	1
FANCI	5	5	131L	1.51771	1.46926	1.25829	1.39516	1.33964	1.09391	1.01481	1.2629	1.24242	1
TRMT61B	12	9	131L	1.66307	1.74556	1.34555	1.38662	1.2837	1.47606	0.826033	1.34909	1.0585	1
RIOK2	7	5	131L	1.19266	1.42858	1.02522	1.09574	1.05305	0.995684	0.790813	1.17045	1.06949	1
OXSR1	1	1	131L	1.07913	1.32366	1.28278	0.988455	0.923359	0.876464	0.797415	1.28693	1.17559	1
AMD1	2	2	131L	1.80041	1.71544	1.92622	1.21652	1.60896	1.34618	0.919914	1.49914	0.96747	1
ANAPC2	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ANKRD54	1	1	131L	1.01466	0.922677	1.29683	0.794147	0.892136	0.889688	0.687365	0.871281	1.03183	1
C8orf59	3	3	131L	2.02013	2.03956	1.49064	1.48315	1.6645	1.59317	1.02202	1.58358	1.12307	1
EEF2	359	53	131L	1.60066	1.53701	1.02944	1.19518	1.06756	0.989394	0.827797	1.22113	1.0443	1
DNAJA3	1	1	131L	1.30407	1.58034	1.22509	1.03694	1.15318	1.16669	0.782896	1.22733	1.17828	1
POFUT1	14	6	131L	1.52299	1.47507	1.21689	1.20132	1.1692	1.33052	0.824448	1.29765	1.06543	1
TP53I3	6	5	131L	1.53727	1.56946	1.26731	1.05342	1.2527	1.34388	0.862899	1.41778	1.10939	1
AP2S1	3	2	131L	1.45857	1.46946	1.18354	1.21706	1.10153	1.29113	0.780349	1.36973	1.12725	1
BACH1	10	9	131L	1.31184	1.50453	0.967455	1.09584	0.960524	0.93056	0.717533	1.00021	1.0794	1
DNASE2	7	3	131L	1.72847	1.668	1.34037	1.29227	1.2422	1.4512	0.859532	1.38505	1.10544	1
GABARAPL1|GABARAP	1	1	131L	1.80578	1.98059	1.27478	1.50238	1.2999	1.37888	0.719485	1.69337	1.02005	1
TROAP	1	1	131L	0.600864	0.552625	0.789326	0.631115	0.839295	0.895344	0.742184	0.909653	1.20952	1
NDUFAF3	3	3	131L	1.20634	1.33466	1.16721	0.981838	1.03865	1.13607	0.815569	1.15229	1.08832	1
DNAAF2	1	1	131L	1.4735	1.49143	1.15954	1.09179	1.15734	1.2834	0.778723	1.32271	1.04904	1
KLHL11	1	1	131L	1.09957	1.15071	0.968126	0.85517	0.965759	1.03072	0.734841	1.21985	0.994464	1
HCLS1	48	16	131L	1.83302	1.79535	1.33247	1.63663	1.31438	1.53349	0.881664	1.50829	1.09189	1
PRKCSH	24	14	131L	1.83033	1.22105	1.12119	1.51366	1.00034	1.02836	0.693244	1.44018	0.948968	1
GAGE12B|GAGE12H|GAGE7|GAGE12F|GAGE12G|GAGE12I|GAGE3|GAGE5|GAGE6	3	2	131L	0.635776	1.03897	0.685274	0.85459	1.23626	0.870933	0.404384	0.823337	0.889474	1
EXOSC4	17	5	131L	1.32425	1.47839	1.23334	1.12515	1.16238	1.22189	0.853094	1.29283	1.09126	1
EIF4G1	7	5	131L	1.09087	1.12811	1.05201	1.09175	1.09421	1.08103	0.835201	1.12036	1.1111	1
ACTR10	6	4	131L	1.22219	1.41244	1.24027	1.0832	0.980432	1.04085	0.791624	1.1492	1.07054	1
LACTB2	26	13	131L	1.68082	1.81085	1.34319	1.29688	1.28758	1.4351	0.855368	1.51227	1.09974	1
SCRN2	3	3	131L	1.50203	1.43871	1.20921	1.15821	1.1711	1.29218	0.791919	1.41182	1.0641	1
PPM1F	3	2	131L	1.41008	1.46886	1.3282	1.33135	1.13583	1.00524	0.781017	1.99607	1.0824	1
HARS2	11	9	131L	1.52914	1.65654	1.19068	1.3515	1.25389	1.49659	0.857426	1.3438	1.10193	1
GSKIP	3	2	131L	1.99262	1.9097	1.30883	1.47296	1.436	1.52063	0.84834	1.3904	1.05162	1
CCDC43	2	2	131L	1.77997	1.69967	1.43771	1.24426	1.30846	1.34781	0.955487	1.65922	1.18528	1
RABGEF1	3	3	131L	1.56543	1.45592	1.224	1.02741	1.1977	1.24905	0.847258	1.3611	1.18908	1
ARFGAP2	2	2	131L	1.0876	1.13319	0.960837	0.942164	1.08053	1.09961	0.829843	1.53505	1.13895	1
BUD31	6	5	131L	1.50759	1.51585	1.28309	1.22109	1.28193	1.32051	0.867796	1.37253	1.0706	1
NAA10	9	4	131L	1.26828	1.29683	1.10746	1.09704	0.98981	1.14074	0.753622	1.15866	0.959586	1
KPNB1	6	6	131L	1.06907	1.12418	1.0666	0.962394	0.941559	0.909328	0.758065	1.22184	0.974448	1
RAB3A	2	2	131L	2.41824	2.56234	1.64845	1.7817	1.68086	1.59065	0.907283	1.4013	1.08622	1
RAB4A	5	5	131L	1.64994	1.77376	1.26872	1.17974	1.25226	1.36892	0.863336	1.3813	1.04215	1
RAB5A	8	6	131L	1.57207	1.63392	1.39727	1.22538	1.24483	1.3634	0.818979	1.36943	0.986446	1
PABPC4L	1	1	131L	1.68989	1.81715	1.36056	1.29535	1.57269	1.61158	1.06052	1.53611	1.22406	1
TSC22D2	6	5	131L	1.34341	1.4463	0.981611	1.15633	1.2598	1.12939	0.819125	1.08082	1.17669	1
PPP2R5C	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CDK12	10	10	131L	1.5267	1.65719	1.25116	1.48563	1.41178	1.22178	0.945576	1.29454	1.16966	1
DNAJC10	4	4	131L	1.09461	1.18237	1.04635	1.04528	0.903879	0.86885	0.744365	1.12576	0.902975	1
SUCLG2	5	5	131L	1.72553	1.86877	1.41581	1.32496	1.30897	1.29101	0.794675	2.52189	1.06198	1
HSPBP1	5	4	131L	1.42056	1.48259	1.30536	1.21731	1.09668	1.17365	0.844108	1.51315	0.958237	1
MAT2B	46	15	131L	1.43969	1.49712	1.22006	1.30959	1.15688	1.42244	0.825337	1.25017	1.02196	1
WEE1	6	6	131L	1.4405	1.37797	1.12663	1.08638	1.09921	1.08992	0.854207	1.29885	1.10503	1
LMNA	55	24	131L	1.57901	1.62051	1.36235	1.22324	1.1438	1.19731	0.76488	1.36298	0.990108	1
KRT6B	1	1	131L	1.20178	1.88917	0.885356	1.57264	1.62857	1.76183	0.809914	1.38173	0.990251	1
RBM12	1	1	131L	1.14542	1.21982	1.39331	0.74336	1.21392	0.900813	1.03853	1.25103	1.27554	1
MAP3K2	3	3	131L	1.10516	1.16559	1.02304	1.04336	0.9332	0.989756	0.727883	1.2095	1.01647	1
LEMD3	3	2	131L	1.56205	0.995855	1.35434	1.31053	1.01154	1.47701	0.687792	1.54408	0.832887	1
ACTL8	6	5	131L	1.36957	1.52753	1.17551	1.14784	1.11839	1.2844	0.868715	1.23171	1.13883	1
TLN2	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CSRP2	1	1	131L	1.98002	1.73644	1.3461	1.61183	1.40665	1.30656	1.00273	1.48834	1.37883	1
FDPS	5	4	131L	0.86808	0.966119	1.2063	1.12751	0.819116	0.919814	0.880164	1.3498	1.03745	1
VPS13B	1	1	131L	1.62946	1.45772	1.33111	1.33941	1.25669	1.15781	0.805463	1.13405	0.950857	1
PLIN3	62	19	131L	1.74011	1.8356	1.40244	1.3411	1.31459	1.4328	0.880088	1.44604	1.10758	1
FAM122A	1	1	131L	2.12243	2.14506	1.74561	1.8143	1.80216	1.71221	1.16588	1.44797	1.49741	1
HBA1	44	8	131L	1.70642	1.69782	1.29824	1.23229	1.38584	1.59185	0.897533	1.41726	1.08467	1
ASH2L	7	6	131L	1.41031	1.31141	1.08638	1.07086	1.03302	0.973886	0.76794	1.46195	0.999532	1
CLIC2	1	1	131L	0.825455	0.965177	0.966718	0.856361	0.728454	0.762839	0.604891	0.883211	0.755615	1
CSTF3	7	7	131L	1.57783	1.82355	1.49402	1.25147	1.29828	1.01699	0.800339	1.94722	0.942293	1
NCOR2	4	4	131L	1.06564	1.13824	0.928612	0.965183	1.07425	1.02992	0.758619	1.01033	1.03194	1
PSAT1	85	19	131L	1.53997	1.63493	1.18209	1.23473	1.20723	1.42477	0.859395	1.29503	1.1185	1
SET	109	10	131L	1.51508	1.66082	1.08048	1.22735	1.18114	1.38056	0.850911	1.24791	1.06584	1
PLEKHO2	4	4	131L	1.48189	1.63042	1.22651	1.23521	1.27172	1.26474	0.921912	1.33743	1.03843	1
SELENBP1	51	21	131L	1.59867	1.65918	1.28165	1.244	1.25591	1.3877	0.847364	1.37911	1.10446	1
MND1	1	1	131L	1.62052	1.4199	1.12849	1.03853	1.27269	1.38552	0.838912	1.3248	0.997723	1
PDDC1	1	1	131L	1.05562	1.1013	1.16663	0.892701	1.07877	1.0068	0.790049	0.973931	2.38796	1
HSPB11	2	1	131L	2.60008	2.39935	1.92874	1.65026	1.57332	1.61047	0.981512	1.70086	1.10247	1
ALKBH6	2	2	131L	1.24095	1.15136	1.05327	0.789656	1.04298	1.17529	0.857271	1.07679	1.136	1
COMMD8	1	1	131L	1.90662	1.72992	1.38947	1.35216	1.45289	1.486	0.95328	1.46713	1.08487	1
GML|TXNRD1	56	20	131L	1.80058	1.9832	1.52382	1.5742	1.13532	1.28479	0.760737	1.4053	1.00653	1
SNW1	7	6	131L	1.45765	1.60582	1.19522	1.21132	1.18696	1.34064	0.857013	1.4723	1.07307	1
ITPK1	6	4	131L	1.34798	1.61367	1.26584	1.06245	1.12393	1.10697	0.787026	1.28266	0.96542	1
COL4A3	1	1	131L	1.08884	0.717672	1.57096	0.916089	1.14835	1.57192	1.08855	0.60064	1.05824	1
MGMT	1	1	131L	1.40893	1.92149	1.09671	1.04686	1.46623	1.2349	0.876562	1.22137	1.34322	1
SS18L1	1	1	131L	1.56629	1.54184	1.20314	1.15288	1.2883	1.07864	0.890435	1.2214	1.19239	1
RTCB	38	18	131L	1.56826	1.63209	1.32708	1.25073	1.29667	1.41624	0.903452	1.35632	1.08744	1
SH3BGR	2	1	131L	1.44482	1.42586	1.1455	1.151	1.12756	1.31485	0.839301	1.48483	1.10635	1
CLASRP	1	1	131L	1.30763	1.41003	0.78234	1.1835	0.967698	0.624192	0.670425	0.97327	0.943574	1
SP1	4	2	131L	1.50398	1.49944	1.13382	1.34924	1.25821	1.23406	0.952361	1.22065	1.09598	1
ASNA1	10	6	131L	1.50265	1.70487	1.18295	1.23982	1.05832	1.18234	0.807539	1.35243	1.01177	1
BUB1	4	1	131L	0.894794	0.928861	0.858999	0.820058	1.03143	1.09418	0.904131	0.970224	1.11249	1
BUB3	38	13	131L	1.69366	1.87043	1.45515	1.36759	1.30878	1.42781	0.876215	1.58263	1.0325	1
PPM1E	12	7	131L	1.48677	1.60333	1.20214	1.18521	1.25415	1.17143	0.847428	1.29891	1.05085	1
FN3KRP	40	9	131L	1.44841	1.31805	1.2103	1.13971	1.18401	1.48299	0.845023	1.27171	1.05193	1
TIMM8B	5	2	131L	1.7791	1.9407	1.53998	1.3942	1.29736	1.33737	0.879313	1.58808	1.10444	1
RIPK2	12	10	131L	1.50757	1.5481	1.20017	1.28655	1.29857	1.48472	0.853536	1.34794	1.08143	1
PYCARD	5	4	131L	1.50849	1.52637	1.21974	1.18289	1.19666	1.4041	0.848622	1.30278	1.07947	1
MT1G|MT2A|MT1A|MT1H|MT1X	1	1	131L	1.256	1.09218	0.819056	0.857582	1.21139	1.29173	0.783587	1.24149	1.02559	1
EIF1AX	12	8	131L	1.17154	1.67417	1.34002	2.43312	0.927463	1.1045	0.763661	1.44374	0.920289	1
MRI	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
CT45A2|CT45A6|CT45A1|CT45A5|CT45A4|CT45A3	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ARL15	1	1	131L	1.1208	1.28985	1.31948	1.24526	1.14579	1.1168	0.895834	1.06427	1.04849	1
COL15A1	0	0	131L	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TUBB4A	2	2	131L	1.42338	1.39981	1.13262	1.1788	1.23086	1.32671	1.01278	1.27841	1.08333	1
API5	38	21	131L	1.69033	1.82675	1.4279	1.27194	1.28544	1.27601	0.850598	1.38776	0.968351	1
PURB	2	2	131L	1.04441	1.46897	1.59085	1.62775	0.917458	1.01907	0.777721	1.14301	1.01615	1
RANBP1	61	12	131L	1.56894	1.50859	1.24192	1.25495	1.27313	1.50534	0.850648	1.35041	1.04453	1
TIMM9	3	3	131L	1.27524	1.16406	0.897037	0.991096	1.12383	1.80691	0.856006	0.964326	1.03791	1
CASP3	28	8	131L	1.52217	1.51861	1.26791	1.15733	1.20007	1.39358	0.835988	1.319	1.08866	1
PHF3	4	4	131L	1.24425	1.249	0.982077	1.14129	1.10627	1.16075	0.830396	1.22027	1.02795	1
UBXN4	2	2	131L	1.41698	1.70354	1.1946	1.46525	1.01906	1.2223	0.658565	1.54013	0.83252	1
ZC3H15	19	12	131L	1.41911	1.55078	1.33195	1.17775	1.23679	1.2629	0.970307	1.4013	1.15605	1
FAM53C	1	1	131L	1.19791	1.24747	1.07162	1.00482	0.992832	0.983284	0.793854	1.31155	0.846727	1
RALB	1	1	131L	1.19633	1.19613	1.43567	1.11846	0.950399	0.871039	0.823762	1.20088	1.11553	1
COX7A2	1	1	131L	1.41298	1.00925	1.62998	1.10928	1.11411	1.27094	0.727786	1.28405	1.05375	1
MPHOSPH8	1	1	131L	0.987338	1.16689	0.774591	0.770177	0.931513	1.08031	0.715356	0.927166	0.98421	1
